,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
138,nJ5hiLHFvkk,Ula Pedantula,Mycie lodówki - #wszystkowporzadku | Wyzwanie Uli Pedantuli z czasów pandemii,"Ponieważ seria #wszystkowporzadku cieszyła się ogromną popularnością na początku pandemii postanowiłam ją przypomnieć w czasie wakacji i podrzucam Wam szybkie sposoby na małe porządki. Filmy były nagrywane na samym początku pandemii, ale zawarte w nich porady są zawsze aktualne! 
Na pierwszy ogień idzie lodówka - jak ją skutecznie i szybko wyczyścić.
Dłuższy i bardziej szczegółowy filmik o lodówce znajdziecie tutaj:
https://www.youtube.com/watch?v=wRRAoNY9r-0

Trzymajcie się zdrowo!

Wasza Ula Pedantula



Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'lodówka', 'ycie lodówki', 'czyszczenie lodówki', 'jak umyć lodówkę', '#wszystkowporzadku', 'nowe wyzwanie']",2020-07-06T16:00:14Z,52279,1239,,75,PT6M4S,hd,false
139,lBjUCYNHW7c,Ula Pedantula,Ostatni odcinek... sezonu | Ula Pedantula #254,"Przyszły wakacje, więc mam dla Was ostatni odcinek sezonu! Przez dwa letnie miesiące będziemy spotykać się co dwa tygodnie, więc dzisiaj kilka słów podsumowania!

Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'ostatni odcinek', 'koniec sezonu', 'wakacje 2020', 'wakacje', 'lato', 'letnie meisące', 'ula pedantula 2020', 'ula pedantula piekarnik 2020', 'ula pedantula piekarnik', 'ula pedantula nowe odcinki 2020', 'bloopers', 'pomyłki']",2020-06-29T16:00:15Z,78476,3374,,204,PT10M57S,hd,true
140,ELCgsmzaJu0,Ula Pedantula,Białe buty - jak czyścić? | Ula Pedantula #253,"Jak skutecznie czyścić białe trampki, tenisówki i buty sportowe, bo - jak wiemy - latem białe są one tylko przez kilka dni. Pokażę Wam, jak przygotować buty do zabiegu czyszczenia, o czym należy koniecznie pamiętać, jak zabrać się za mycie elementów gumowych, podeszwy i wkładek oraz czy lepiej czyścić trampki ręcznie czy w pralce. Zapraszam na odcinek, Wasza Ula Pedantula.

---------
Książka: http://ula.altenberg.pl
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'trampki', 'tenisówki', 'buty sportowe', 'białe trampki', 'białe tenisówki z materiału', 'jak wyczyścić białe buty', 'jak wyczyścić białe trampki', 'jak wyczyścić białe sznurówki', 'magiczna gąbka', 'jak wyczyścić buty', 'jak skutecznie wyczyścić białe buty', 'jak prać buty', 'jak czyścić buty białe', 'białe buty czyszczenie', 'białe buty jak czyścić']",2020-06-22T16:00:05Z,312285,5795,,350,PT14M35S,hd,false
141,4QMqsgown1I,Ula Pedantula,"Jak zadbać o czysty i pachnący dom, gdy ma się zwierzęta? | Ula Pedantula #252","W dzisiejszym filmie znajdziecie rady, jak zadbać o czysty i pachnący dom, gdy ma się zwierzęta. Pokażę Wam, jak utrzymać w czystości podłogi, na których mogą zostać ślady z błota czy ziarenka piasku przyniesione przez czworonogi ze spaceru; jak dbać o meble (zwłaszcza kanapy i fotele), na których zostaje psia i kocia sierść; jak zabezpieczyć okolice misek zwierząt, żeby karma i woda nie roznosiły się po całym domu; oraz jak zadbać o przyjemny zapach naszego mieszkania, nawet jeśli mieszka w nim kilka zwierząt. Powiem Wam, dlaczego warto dodać do prania perełki zapachowe Lenor Unstoppables, by za każdym razem, gdy usiądziemy na kanapie z naszym pieszczochem, poczuć wspaniały i świeży zapach. Zapraszam! Wasza Ula Pedantula.
#sponsored #ad

-----------
Książka: https://ula.altenberg.pl
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'czysty dom', 'pachnący dom', 'zwierzęta', 'zwierzęta domowe', 'dbanie o dom', 'psy', 'koty', 'pies kot', 'czworonogi', 'czworonogi w domu', 'play z błota', 'ślady z błota', 'spacer z psem', 'zapach', 'ładny zapach', 'świeży zapach', 'lenor', 'lenor unstoppables', 'perełki zapachowe', 'pranie', 'czysta podłoga', 'miska dla zwierząt', 'sierść', 'karma dla zwierząt']",2020-06-15T16:00:02Z,161420,3722,,404,PT11M31S,hd,false
142,1p6hqXdHp-4,Ula Pedantula,Magiczna gąbka - jak działa? | Ula Pedantula #251,"Dziś opowiem Wam, czym jest magiczna gąbka: jak działa, do czego jej używam, a do czego absolutnie nie wolno jej stosować. Pokażę Wam, że odtąd plamy z kredek, flamastrów, markerów, długopisów, pobrudzone ściany, brudne fugi czy buty nie będą już żadnym problemem. Zapraszam na odcinek! Wasza Ula Pedantula

Magiczne gąbki: https://bit.ly/2zep41U

---------
""Pozamiatane"": https://ula.altenberg.pl
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'magiczna gąbka', 'gąbka magiczna', 'plama na ścianie', 'plama', 'plamy', 'plamy z kredek', 'kredki', 'plama z długopisu', 'plama z flamastra jak usunąć', 'plama z flamastra', 'brudne fugi', 'brudne fugi jak czyścić', 'jak czyścić buty', 'plama z markera']",2020-06-08T16:00:01Z,418027,6331,,450,PT20M2S,hd,false
143,b4o79B9fukI,Ula Pedantula,Dzień Dziecka - tworzenie pięknych wspomnień | Ula Pedantula #250,"Dziś - w Dzień Dziecka - opowiadam Wam o moich wspomnieniach z dzieciństwa, bo okazuje się, że to nie prezenty są tym, co się pamięta przez lata, ale małe czy większe aktywności z rodzicami, wspólne spędzanie czasu, wypady, wycieczki i codzienne rytuały. Zapraszam Was gorąco! Wasza Ula Pedantula.

Link do piosenki @MateuszCiawlowski : https://www.youtube.com/watch?v=w7AU2dJHauQ
--------
Książka: https://ula.altenberg.pl
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'dzień dziecka', 'dzieci', 'dziecko', 'rodzice', 'prezenty', 'prezent na dzień dziecka', 'wspomnienia', 'współne spędzanie czasu', 'wycieczki', 'codzienne rytuały', 'piękne wspomnienia', 'tworzenie pięknych wspomnień', 'mama', 'tata', 'andrzej turski', 'wspomnienia z dzieciństwa']",2020-06-01T16:00:25Z,43995,1498,,134,PT14M29S,hd,false
144,e2OyMPdmHGw,Ula Pedantula,Przeprowadzka na wieś - plusy i minusy | Ula Pedantula #249,"Dziś opowiem Wam o tym, jak wygląda przeprowadzka na wieś, jakie są plusy i minusy życia poza miastem, jak zmienia się życie towarzyskie po zamieszkaniu na wsi, jak to jest wychować dzieci daleko od centrum i jak wygląda kwestia dojazdów, remontów i prac w ogrodzie. Zapraszam! Wasza Ula Pedantula.

-------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/
Książka: https://ula.altenberg.pl","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'przeprowadzka', 'przeprowadzka na wieś', 'wieś', 'życie na wsi', 'miasto', 'plusy i minusy życia na wsi', 'ogród', 'prace w ogrodzie', 'życie towarzyskie', 'styl życia', 'zmiana stylu życia', 'dojazdy do miasta', 'remont domu', 'plusy i minusy', 'miasto czy wieś', 'zalety życia na wsi', 'wady życia na wsi']",2020-05-25T16:00:17Z,240068,4955,,572,PT15M30S,hd,false
145,wqmbC5248_E,Ula Pedantula,Jak zachęcić domowników do udziału w obowiązkach domowych? | Ula Pedantula #248,"W tym odcinku podpowiem Wam, jak zachęcić domowników do udziału w obowiązkach domowych. Jakie argumenty najlepiej trafią do najmłodszych, a jakie do starszych dzieci? Jaki patent sprawdzi się w przekonaniu partnera do angażowania się w dom? W pranie, prasowanie, sprzątanie, gotowanie, odkurzanie... Będzie humorystycznie, merytorycznie i refleksyjnie. Zapraszam! Wasza Ula Pedantula.

---------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/
Mój poradnik ""Pozamiatane"": ula.altenberg.pl","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'pomoc w domu', 'obowiązki domowe', 'jak zachęcić domowników do udziału w obowiązkach domowych', 'sprzątanie', 'gotowanie', 'pranie', 'prasowanie', 'odkurzanie', 'patenty', 'rady']",2020-05-18T16:00:28Z,80269,2351,,293,PT18M15S,hd,false
146,iHsRDvxv0Cc,Ula Pedantula,Jak wygląda mój dzień podczas izolacji? | Ula Pedantula #247,"Dziś zabieram Was ze sobą w podróż po... moim dniu podczas izolacji. Pokażę Wam, jak zmieniła się moja codzienność od czasu pandemii koronawirusa. Będziemy razem pracować zdalnie, spacerować z psami, gotować, spędzać rodzinnie czas i trochę się lenić. Zapraszam! Wasza Ula Pedantula.
-----------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'izolacja', 'pandemia', 'koronawirus', 'życie na kwarantannie', 'codzienność podczas izolacji', 'spacer z psami', 'gotowanie', 'leniuchowanie', 'praca zdalna', 'dzień podczas izolacji', 'rodzinne spędzanie czasu', 'kwarantanna']",2020-05-11T16:00:21Z,257130,4645,,503,PT19M35S,hd,false
147,XCd4UYikE9c,Ula Pedantula,Czyszczenie kaloryferów pełną parą. Dosłownie!| Ula Pedantula #246,"Dziś dzielę się z Wami moim niezawodnym patentem na czyszczenie kaloryferów. Za zadanie zabiorę się pełną parą i to dosłownie! Pokażę Wam, jakie szczotki się u mnie nie sprawdziły, a co zadziałało - myjka parowa (dokładnie ta: https://bit.ly/337XZdd). Moje sposoby są dobre zarówno na kaloryfery żeberkowe, jak i te nowocześniejsze. Zobaczcie, ile kurzu i brudu kryją kaloryfery! Zapraszam na odcinek, Wasza Ula Pedantula.

-----------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'kaloryfer', 'czyszczenie kaloryferów', 'myjka parowa', 'niezawodny patent', 'niezawodny sposób', 'szczotki', 'para', 'mycie parą', 'kaloryfer żeberkowy', 'brud', 'kurz']",2020-05-04T16:00:20Z,122894,2860,,190,PT7M57S,hd,true
148,T6Oi6rIye00,Ula Pedantula,"Pachnące ubrania, czyli jak zrobić dobre pierwsze wrażenie zapachem | Ula Pedantula #245","Dzisiejszy film to prawdziwe kompendium wiedzy o zapachu, czyli porady - co zrobić, żeby ubrania po praniu pachniały pięknie, bo przecież są one naszą wizytówką i pomagają nam zrobić dobre pierwsze wrażenie!
Razem przejdziemy przez wszystkie etapy: segregowanie, pranie, wieszanie i przechowywanie ubrań, bo od każdego z nich zależy efekt końcowy.
Powiem Wam, dlaczego warto od razu wrzucić rzeczy do prania; jak ważne jest utrzymywanie w czystości samej pralki; jak można zintensyfikować zapach ubrań, dodając do prania perełki zapachowe Lenor Unstoppables; dlaczego ciuchy należy wyjąć z pralki i od razu powiesić oraz jak przechowywać ubrania, by po ich wyjęciu z szafy nie mieć przykrej zapachowej niespodzianki. Zapraszam! Wasza Ula Pedantula.
#sponsored #ad

-----------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'lenor', 'lenor unstoppables', 'perełki zapachowe', 'pierwsze wrażenie', 'zapach', 'pachnące ubrania', 'pranie', 'pranie ubrań', 'suszenie ubrań', 'wieszanie ubrań', 'przechowywanie ubrań', 'pralka', 'jak dbać o pralkę', 'ubrania', 'dobre pierwsze wrażenie', 'segregowanie prania', 'robienie prania', 'kompendium wiedzy']",2020-04-27T16:00:15Z,173145,3333,,402,PT8M42S,hd,true
149,Y-pmQ-Vb3JQ,Ula Pedantula,Wirtualna wycieczka po nowym biurze Pedantuli!| Ula Pedantula #244,"Zapraszam Was na wirtualną wycieczkę po Pedantulowej przestrzeni do pracy! Moje nowe biuro - jeszcze niewykorzystywane na co dzień - pomógł mi urządzić zaprzyjaźniony JYSK. Zobaczcie koniecznie moją nową biurową przestrzeń, w której króluje skandynawski minimalizm. Zapraszam! Wasza Ula Pedantula.

A tu macie link do poszczególnych mebli i elementów wyposażenia wnętrza i dekoracji z JYSK:
DEKORACJE        https://tiny.pl/7xq36
WAZONY  https://tiny.pl/7xq33
FOTEL DAMSHOLTE https://tiny.pl/7xxhg
KRZESŁO ABILDHOLT        https://tiny.pl/7xxh7
LAMPA STOŁOWA ERNST      https://tiny.pl/7xxhr
BIURKO TAMHOLT  https://tiny.pl/7xxhc
STÓŁ LANGDAL    https://tiny.pl/7xxh5
KRZESŁO JONSTRUP RÓŻOWE https://tiny.pl/7xxhj
KRZESŁO BAROWE JONSTRUP https://tiny.pl/7xxhl
PÓŁKA ŚCIENNA OVAL      https://tiny.pl/7xxh2
KREDENS AARUP    https://tiny.pl/7xxh8
LUSTRO KALVEHUSE          https://tiny.pl/7xxh6
ŚWIECZKI  https://tiny.pl/7xxx9

---------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'JYSK', 'biuro', 'przestrzeń biurowa', 'przestrzeń do pracy', 'praca', 'projekt biura', 'wizualizacja wnętrza', 'moodboard', 'skandynawski minimalizm', 'wirtualna wycieczka', 'kreatywność', 'meble', 'meble z JYSK', 'minimalistyczne wnętrze', 'dekoracje', 'nowe biuro', 'wycieczka po nowym biurze']",2020-04-20T16:00:15Z,57867,1428,,137,PT9M57S,hd,true
150,iU7G3MW-rdk,Ula Pedantula,"Upiekłam ciasto wielkanocne, czyli mazurki według Pedantuli | Ula Pedantula #243","Wyjątkowość dzisiejszego odcinka nie polega tylko na tym, że pojawia się on w Poniedziałek Wielkanocny, ale na tym, że Pedantula (która - jak wiecie - z pieczeniem jest na bakier) zabrała się za pieczenie wielkanocnych ciast, a konkretnie mazurka. Musicie to zobaczyć! Zapraszam, Wasza Ula Pedantula.

---------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'mazurek', 'pieczenie mazurka', 'pieczenie ciast', 'pieczenie', 'wielkanoc', 'wielkanocny mazurek', 'wielkanocne mazurki', 'wielkanocne ciasto', 'ciasto na święta wielkanocne', 'święta wielkanocne', 'święta']",2020-04-13T17:49:28Z,71214,1977,,240,PT16M28S,hd,false
151,xO0UEKnkeHo,Ula Pedantula,Świąteczne Q&A  Ula Pedantula,"Zapraszam na przedświąteczny LIVE z pytaniami od Was i odpowiedziami ode mnie :)

Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/",,2020-04-06T17:08:57Z,59737,1205,,136,PT45M23S,hd,false
152,wKIxORGEDBg,Ula Pedantula,Co tu się wyprawia? Pedantula od kuchni | Ula Pedantula #242,"Kochani, dziś Prima Aprilis, ale nieco inny niż zwykle. O wiele mniej zabawny. Jednak nawet w tak trudnych chwilach musimy się czasem uśmiechnąć, a w poprawie nastroju zawsze pomagają zwierzaki. Dlatego dziś pokażę Wam, co tak naprawdę się wyprawia podczas kręcenia moich odcinków. Zobaczycie wielu czworonożnych bohaterów drugoplanowych - czyli moje psy i koty - o ambicjach i apetycie na bycie prawdziwymi gwiazdami. Pedantula tym razem nie ""w"", a ""od"" kuchni! Na wesoło, mimo wszystko! Zapraszam na odcinek! Wasza Ula Pedantula.

----------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'psy', 'koty', 'prima aprilis', 'bohater drugoplanowy', 'czworonożny bohater', 'od kuchni', 'kulisy odcinka']",2020-04-01T10:28:20Z,48331,1257,,81,PT4M17S,hd,true
153,WkLiNkeLzpQ,Ula Pedantula,Domowe dobre pierwsze wrażenie - jak je uzyskać? | Ula Pedantula #241,"Dziś podam Wam kilka sprawdzonych porad i patentów na to, jak zrobić domowe dobre pierwsze wrażenie, czyli jak sprawić, żeby nasze mieszkania były przytulne i przyjemne nie tylko dla naszych gości, ale i dla nas samych. Opowiem Wam, jak fajnie zorganizować przedpokój, który jest wizytówką Waszych wnętrz. Niebagatelną rolę odgrywa też zapach Waszych domów - pamiętajcie, że nie chodzi tylko o odświeżacze powietrza czy dyfuzory, ale również o same tkaniny - zasłony, poszewki na poduszki, pościel, ręczniki, obrusy czy koce. W uzyskaniu długotrwałej świeżości i pięknego zapachu pomogą Wam perełki zapachowe Lenor. 
Po trzecie, istnieje wiele prostych patentów, by dom sprawiał WRAŻENIE uporządkowanego, nawet jeśli mamy na to raptem kilka minut. 
Zapraszam na odcinek! Wasza Ula Pedantula.
#ad #sponsored

----------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'przedpokój', 'organizacja', 'sprzątanie', 'zapach we wnętrzu', 'patenty', 'pierwsze wrażenie', 'domowe pierwsze wrażenie', 'tkaniny', 'zasłony', 'poszewki na poduszki', 'koce', 'pościel', 'ręczniki', 'obrusy', 'perełki zapachowe', 'perełki zapachowe do prania', 'lenor', 'lenor unstoppables', 'zapach w domu']",2020-03-30T15:48:16Z,228125,4021,,355,PT11M13S,hd,false
154,64Pkpy6kzfQ,Ula Pedantula,Składanie świątecznych serwetek krok po kroku | Ula Pedantula #240,"W tym odcinku krok po kroku pokazuję Wam, że składanie świątecznych serwetek jest dla każdego! Zapraszam na film, Ula Pedantula

W stylizacjach widocznych na filmie użyłam naczyń i przedmiotów, które można kupić w sklepie pieknowdomu.pl:

Kolekcja Maki: https://pwdm.pl/2ImDKgA
Kolekcja Bella Złota Girlanda: https://pwdm.pl/3avEj3o
Złote sztućce: https://pwdm.pl/2TERQip
Czerwone podkładki pod talerze: https://pwdm.pl/2POzwlS
Serwetki pochodzą z kolekcji Monokolor: https://pwdm.pl/3cyalhi

Sklep pieknowdomu.pl działa i realizuje obsługę zamówień (oczywiście co tylko mogą robią dla Was zdalnie - #zostanwdomu).

Najważniejsze:
•        Obniżamy do odwołania próg DARMOWEJ DOSTAWY z 249 zł na 149 zł.
•        Obniżamy koszt wysyłki do paczkomatu z 12,95 zł na 9,90 zł (dla zamówień o wartości poniżej 149 zł).
•        Część Załogi sklepu pracuje zdalnie, więc w razie pytań - rekomendujemy kontakt mailowy (sklep@pieknowdomu.pl)
•        Dbając o komfort i spokój Klientów, dodatkowo wydłużono czas zwrotu przesyłek z 30 dni na 365 dni.

W obecnej sytuacji, zachęcamy do wyboru formy wysyłki z dostawą do paczkomatu. Firma InPost zapewnia obecnie dostawy do paczkomatów 7 dni w tygodniu, a co najważniejsze - przesyłkę możesz odebrać całkowicie bezkontaktowo. Dodatkowo korzystając z aplikacji InPost w telefonie, możemy otworzyć skrytkę bez dotykania ekranu paczkomatu!

Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'składanie serwetek', 'składanie serwetek na stol', 'składanie serwetek na sztućce', 'świąteczne serwetki', 'serwetki', 'pieknowdomu.pl', 'krok po kroku', 'wielkanoc 2020', 'wielkanoc ozdoby', 'wielkanoc', 'nakrycie stołu', 'świąteczny stół', 'pomysły na święta']",2020-03-23T17:00:03Z,45143,1123,,71,PT7M48S,hd,true
155,9CIIWLnh6s8,Ula Pedantula,Stroiki WIELKANOCNE nowoczesne | Ula Pedantula #239,"Trzy nowoczesne inspiracje na nowoczesne wielkanocne stroiki! Stare dobre DIY z wykorzystaniem domowych przedmiotów. Prosto, sprytnie, nietypowo, czyli tak, jak lubię najbardziej! Zapraszam, Ula Pedantula

Stół nakryty jest naczyniami, które możecie kupić w moim ulubionym sklepie http://www.pieknowdomu.pl:

Kolekcja Chabry: https://pwdm.pl/39wLdFO
Złote sztućce: https://pwdm.pl/2TERQip
Kolekcja Urban Sand: https://pwdm.pl/38pI1u7
Kolekcja Urban Grafit:  https://pwdm.pl/3cwnKGs
Kolekcja Ballerina: https://pwdm.pl/2vHrNz1
Kolekcja Bella: https://pwdm.pl/3cAHPeE

Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'wielkanocne stroiki', 'stroiki', 'wielkanocne diy', 'diy tutorial', 'altom', 'pieknowdomu.pl', 'nowoczesne stroiki', 'wielkanoc', 'wielkanoc ozdoby', 'wielkanoc 2020']",2020-03-16T17:08:38Z,482845,5954,,235,PT13M50S,hd,false
156,xYVZe34mnI8,Ula Pedantula,Jak przechowywać ubrania po zmianie sezonu - porady i patenty | Ula Pedantula #238,"Przed nami zmiana sezonu i prawdziwe wyzwanie: jak przechowywać ubrania, których w najbliższym czasie nie będziemy potrzebować? Dzisiejszy odcinek pełen jest porad i patentów, jak i gdzie chować ciuchy zimowe (kurtki, swetry, buty), żeby się za nimi stęsknić i żeby się przez tych kilka ciepłych miesięcy nie zniszczyły. Zapraszam, Ula Pedantula.

-------
Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'zmiana sezonu', 'ubrania zimowe', 'ubrania sezonowe', 'przechowywanie ubrań', 'przechowywanie ubrań w workach próżniowych', 'przechowywanie ubrań sezonowych', 'chowanie ubrań zimowych', 'kurtka zimowa', 'sweter', 'zmiana garderoby', 'jak przechowywać ubrania', 'ciuchy zimowe']",2020-03-09T17:00:19Z,296336,2965,,254,PT23M13S,hd,false
157,209eZ-yBrtI,Ula Pedantula,"Mów o sobie dobrze i myśl body positive - porady, jak czuć się fajnie ze sobą | Ula Pedantula #237","Mów o sobie dobrze i myśl body positive - do tego właśnie próbuję Was zachęcić w dzisiejszym odcinku, w którym królują porady, co robić, by czuć się fajnie ze sobą. Jak dojść do ładu ze samym sobą i pogodzić się z tym, co mamy, nie będąc przy tym bezkrytycznym. Bądźcie dla siebie dobrzy! Zapraszam na odcinek trochę inny niż wszystkie, Ula Pedantula.

Wygodnie: http://takwygodnie.pl
Subskrybuj mój kanał: http://bit.ly/1jTBfO9
Facebook: https://www.facebook.com/UlaPedantula
Blog:  http://ulapedantula.pl/ 
Insta: https://www.instagram.com/ulapedantula/","['ula pedantula', 'pedantula', 'ula chincz', 'urszula chincz', 'dom', 'prowadzenie domu', 'porządki', 'porady', 'body positive', 'body positivity', 'mówienie o sobie', 'pozytywne nastawienie', 'jak czuć się dobrze sama ze sobą', 'jak czuć się piękną', 'myśl pozytywnie', 'myśl body positive', 'rady']",2020-03-02T17:00:01Z,90204,3068,,279,PT16M15S,hd,false
