,video_id,comments
171,QWYT4c-T63k,"['Super pomysły dziękuję bardzo', 'Ja, na trzydzieste urodziny od rodziców dostałam... elektryczną maszynkę do mielenia mięsa.\nA wcześniej żeby nie było rodzice pytali się mnie co chcę. Poprosiłam o to aby dołożyli się do roweru🚲 który chciałam kupić. Koniec końców maszynkę rodzicom oddałam bo użyłam ją może ze dwa razy.', 'Znowu sie pseudo angielszczyzna przeklenstwami bedziesz popisywac  zalosne', 'Uwielbiam klocki od Alleblox, moje dzieci się nimi świetnie bawią', 'Piekny masz ten dom zima, chyba spapuguje i tez sobie ustawie takie galazki oswietlone :D', 'Żelazko wraz z koszulą można 😆', 'ja skladam się z rodzeństwem na maszynkę do mięsa Zelmotoru, rodzice dostaną jeden prezent ale chociaż porządny i na pewno się im przyda :)', 'Moj maz sie mega ucieszyl z tego, ze w tym roku zamowilam nam obojgu roombe na swieta ;)', 'kurcze ładny wystrój! A ja w tym roku kupuje roomba rodzicom', 'Żelazko tylko z toną ubrań!']"
172,6uoMRigkkwk,"['Oglądam Cie od niedawna. Jesteś super.. Twoje pomysły są na wagę złota.. Jesteś suuperr', 'Meduza.', 'Ula witaj. To w szkle to me duża. Pozdrawiam. Sylwia Mata', '2k20???', '🥰', 'Meduza w szkle', 'Ula jesteś niesamowita.Brak mi słów.', 'Super,  kupię sobie bardzo fajny pomysł.', 'A może kolejny odcinek z prezentami z empika 😄\nPozdrawiam mile !', 'Mam pytanko ile ta choinka do składania kosztowała? Jest boska 🤗']"
173,sl4JYbpklfk,"['WYNIKI KONKURSU: Kochani! Nadesłaliście ponad 100 zgłoszeń! Już\xa0samo ich czytanie sprawiło, że zrobiłam się bardzo głodna! Wybór był bardzo trudny! Zwycięzcami zostają Pani Patrycja, Pani Agata i Pan Mariusz! Sprawdźcie koniecznie swoje skrzynki pocztowe!\nJuż niebawem na blogu znajdziecie wpis ze zwycięskimi przepisami!', 'Pani Ulu czy w tym roku też będzie w Auchan dostępna ta seria patelni?', 'Mój szwagier (wiekowy kawaler)wkłada do zmywarki absolutnie wszystko... patelnie teflonowe,garnki emaliowane,durszlaki, drewniane łyżki.....i na nic moje tłumaczenia....', 'Mozna tez usmazyc cos w malym garnuszku kiedy nie ma malej patelni. Mniej tez pryska. Swiat odchodzi od Teflonu, teraz stosuje sie powloki ceramiczne nieprzywierajace, takie maja prawdopodobnie te , prezentowane przez Ciebie garnki. Ula, zrob film o gotowaniu w InstantPot. Najlepsza linia garnkow multi. Mozna zrobic wszystko, od super miesa do jogurtu, a jajka gotowane na twardo maja wspaniale odchodzaca skorupke -zawsze!', 'Zrób film z prezentami z empika', 'Mam wrażenie że jak patelni nie potraktuje zmywarka to jak otwieram szafkę to śmierdzi smażonym', 'Zawsze zalewam zimną wodą. Garnki i patelnie mam już kilka lat i ani jednego nie wyrzucilam. Metalowym lyzkom mówię nie', 'Dla mnie zmorą jest osad, który powstaje po gotowaniu na gazie na patelniach... niczym się nie da tego zmyć 😥 patelnia w środku genialna, a na zewnątrz... porażka 🙄 dlatego często wymieniam, bo przeszkadza mi to estetycznie 🙈', '😍😊super garnki w jakiej cenie są  pozdrawiam', 'Może zrobiłaby pani filmik o szybkich prezentach na Mikołajki klasowe? Myślę, że przydatne']"
174,KJJHUQQCoj8,"['Najładniej zapakowany jest prezent w celafonie ,ostatni', 'Ula gdzie można kupić celofan?', 'Ja Cię nazwałam Ula spryciula ,,,czy nie pogniewasz się?', 'Ależ jesteś zdolna wszystko to co prezentujesz i tak pięknie pakujesz to jest mistrzostwo jesteś super babka', 'Kocham panią oglądać od razu dałam 👍', 'Uwielbiam  pani  świąteczne odcinki ☃️', 'Tylko ten klej po taśmie ciężko zmyć i puszka już brzydko wygląda', 'Kochana co roku ogladam wszystkie filmiki z prezentami na święta. Juz chyba znam je na pamiec haha jestes jedyna osobka ,ktora tak świetnie to prezentuje. Czy w tym roku mozna sie spodziewać również takich filmikow ? Sciskam Cie mocno!!', 'Czekam na niskobudżetowe prezęty', 'Kobieta : krem do prawego policzka, krem do lewego policzka , Facet : krem do twarzy, rak, stop, ciala i butow, Szampon do wlosow, ciala, dywanow, naczyn, prania i podlogi :D']"
175,cW4Bcw6jR9o,"['Przepiękna była ta półka z tym krasnalem. Mi się również podobają pani psy Nela i Luna', 'Z rosmana', 'Gdzie pani kupiła tą latarkę i talerzyki na magnez ?', 'Gdzie kupie taka półke, żeby w nią napakowac?', 'Gdzie można kupić folię do pakowania ?', 'Poproszę o filmik prezenty2021 z Sinsay oraz Empik', 'Po roku od publikacji filmu, dziękuję za pokazanie miseczek magnetycznych. To pomysł, którego szukałem :)', 'Super ❣️', 'Mam taką samom poduszke', '❤️❤️❤️❤️🤎🤎🤎💚💚💚']"
176,XMLX8KWFUfw,"['Super ten Wasz rodzinny portret 😍', 'Swietne pomysly na prezenty! Dziekuje i pozdrawiam serdecznie!', 'Cudowna energia, pani Ulu🥰', 'To co mogę serdecznie polecić, to piękne, ręcznie robione i niepowtarzalne czarki i inne elementy ceramiczne. Ula (tak, takie samo imię jak Twoje -Ramona Margol), nie dość, że jest empatyczna, kocha zwierzęta, to jeszcze pięknie śpiewa. Gdy opowiesz jej o sobie, czego oczekujesz, dostaniesz idealnie dobraną ceramikę.     https://www.facebook.com/photo.php?fbid=2717972018266728&set=pcb.2717972868266643&type=3&theater .', 'Bardzo jeszcze bardzo ładnie rysuje atogrzywa', 'Polecam: artystyczną kreację.\nDorota wykonuje przepiękną, nietuzinkową biżuterię: wisiorki, kolczyki, pierścionki https://artystycznakreacja.wordpress.com', 'Jeśli chodzi o unikatowe prezenty moja ukochana siostra robi przepiękne rękodzieło na każdą okazję i każda kieszeń. Ma firme od niedawna. Jest na instagramie  na Facebooku i ma również swoją stronkę dołączam linki może jej trochę pomogę 😍 https://www.instagram.com/anielskoczarodziejskie/?hl=pl\nhttp://anielskoczarodziejskie.pl/pl/i/O-nas/9\nhttps://m.facebook.com/anielskoczarodziejskie/', 'Moj znajomy z pracy robi obrazki (np. Zdjecie Twojego dziecka) na plastrach drewna. \nhttps://instagram.com/aip_handmadeart?igshid=1l238e9m0r9nv', 'https://linen.pl/ polecam polskie rzeczy z lnu', '@d_i_z_i_art ❤️ Moja koleżanka od przedszkola, Dominika, która robi przepiękne zaproszenia na wszystkie okolicznościowe imprezy ❤️']"
177,xfLqsv0AcFA,"['Dziekuje za te ciuchy! Zaczynam kompletowac garderobe na nowo. Jestem zauroczona kolekcją, Tobą i dziewczynami!', 'Czy mogę prosić tytuł piosenki która leci na początku filmu?', 'Gdzie znajdę ceny tych ubrań.???', 'Ludwika jest piękna😻', 'Ulu, podaj proszę tytuł i wykonawcę piosenki która leci na początku tego filmiku. Pozdrawiam i gratuluję Twoich osiągnięć!', 'Super, wspanialy pomysl... Gratulacje 👍👍👍 rewelacja', 'Będziesz na święta robiła jakieś filmiki z prezętami', 'Ulu, czy istnieje możliwosc zamówienia ubrań w rozmiarze 44 i więcej?', 'Super 😉', 'Ula wielkie gratulacje! Ale ja sie pytam, czemu nikt nie napisał: jakie fajne modelki. Bardzo ladne, ale normalne kobitki, nareszcie!👍']"
178,pRH_lbrscwo,"['Super te ciuchy szkoda że mam 12 lat bo bym napewno kupiła.', 'Witam pani Ulo!!! Chcialam bardzo podziekowac za t ze wyciagla mnie pani z zimowej depresji, dzieki mocy pani super filmikow oraz pani pieknego usmiechu i nisamowicie pozytywnej energi! Uporzadkowalam dom wedlug pani porad, efekt niesamowity, zycie stalo sie latwiejsze a dom przytulniejszy😊♥️', 'Taka szefowa to skarb <3', 'Skąd wzięły się pomysły na nazwy ubrań?', 'Pani ulu a Jak to zamowic nie mieszkam w polsce?', 'Skusiłabym się na spodnie sole i narzutkę, bo podoba mi się fason (ta luźna pacha jest super :-)), ale raz, że nie ma, a dwa- kolor... Wbrew pozorom, czarny i biały to bardzo wymagające kolory, nie dla wszystkich. Wiele osób wygląda w nich źle i blado. Bardziej uniwersalna i mniej ryzykowna jest szarość. Koniecznie powinna się pojawić, obok granatu i czerwieni. W szarości kupiłabym, mimo wysokiej ceny. Czekam aż się pojawi.', 'Jesteś świetna, dzięki', 'Ula ja mogę zamówić do Ukrainy?', 'Jak już pytasz co moglibyście produkować to wygodnie by się nosiło granatowy(navy) dres domowo-spacerowo(nawet)wyjściowy -prosty bez wzorów ze ściągaczem,  taki sobie wymarzyłam i szukam', 'Brawo, zycze powodzenia...czy moze cos w rozmiarze + ??????']"
179,o2ZTShddkZw,"['Lubię wracać do tego filmu :)', 'Świetny odcinek :) nadrabiam to, czego nie widziałam:P \n\nPani Ulu - jeszcze więcej takich perełek wyjazdowych ;)', 'piękny odcinek, bardzo sympatyczna Pani', 'Okropnie się tego słucha. Za dużo chichotania prowadzącej. Szkoda że nie skonsultowała pani skryptu z pracownikami zakładu. Odnosi się wrażenie że powtórzyła pani kilka zaczerpniętych informacji z zakładu, nie rozumiejąc ich. Przez to pojawiły się bledy. Zamiast interesującej wiedzy człowiek patrzy jak ktoś śmieje się z własnej nieudolności. Żałosne.', 'Postaraj sie kobieto, bo kolejna filizanke zmarnowalas.', 'ja chce taką porcelane bo taką ma Waleria a janusz nie chce mi dać 200zł co za drań', 'Ach... no i znalazlam i sie zakochalam... ❤❤\nPo Pani filmie zajrzalam na strone pieknowdomu.pl i znalazlam linie MariaPaula Natura ze zlota linia. Mysle, ze wspaniale bedzie pasowac do zestawu obiadowego Rococo ze zlota linia ktory juz posiadam. Uwielbiam porcelane Cmielow.\nAch... dziekuje 😍😘', 'Ten proces jest bardzo podobny do tworzenia z gliny, tylko trochę...droższy', 'świetny film', 'Świetny pomysł! Można  dzieciom pokazać jak wygląda praca w fabryce porcelany,!  Brawo, jakie będą następne odcinki?']"
180,X7BzJX3Gg00,"['Dla uzupełnienia tematu, na blogu zrobiłam test i ranking wielorazowych butelek na wodę! Zapraszam: https://ulapedantula.pl/butelki-na-wode-moj-subiektywny-ranking/', 'Bo w piórka obrosniesz', 'Tys sama jak pozamiatana', 'https://youtu.be/-Vl-Wt0UbfA    ☺☺☺☺', '50 zł za 425g CO2... BUUUUAAAAAHAHAHAHAHA! To jak kupować  czekoladę KINDER na wagę... poszukajcie ludzie jak za to jedno nabicie/wymianę gazować pół roku.', 'Kiedyś takie butelki miały babcie i robiło się w nich wodę sodowa i takie butelki były pojedyncze i metalowe. Zero plastiku.', 'Jak zrobić wodę gazowana w domu? Kupić gadżetów za prawie 400 pln i dodatkowo co 3-4 tygodnie płacić haracz  za wymianę butli za 50 pln... 8 min kryptoreklamy i pierdzielenia tak naprawdę o niczym, a nie przecież ksiazka... 2019 rok ...JPRD...', 'w świetle tego że dziś influencerzy scamują na potęgę, oszukują itp proszę napisać ile Pani używała tego i czy dziś Pani uzywa tego cały czas?', 'Głupoty', 'nabój wystarcza na 3 tyg dla 1 osoby?']"
181,MXy2mDKmrGg,"['Zdecydowanie, włosy ze zdjęcia w kombinezonie - mega, mega :) ale.. takie na krótko - też ładnie :) \n\nŁadnemu we wszystkim ładnie ! I to się zgadza :)', 'fajne włoski ula super pozdrawiamy cieplutko i serdecznie', 'Ma pani ładną buzię i krótkie włosy lub półdługie najlepiej ją eksponują❤️', 'Dystans do siebie najbardziej mi się podoba 👑', 'Super odcinek <3 Pięknemu we wszystkim pięknie <3 I ten ogród cudoooo <3', 'Ładnej kobiecie we wszystkim ładnie. I w każdej fryzurze 👌', 'Tylko kròtkie włosy kobieto ci pasują !!!👍👍👍👍', 'A jaki masz teraz kolorek Ula bo mi sie bardzo podoba😁', 'Fajnie ci kochana w tych krótkich włosy ale z grzywka do góry wtedy młodziej', 'Ula tylko nie długie a kolor czy jaśniejszy  czy ciemniejszy  itak jest ok. Ja widzę cie tylko w włosach krótkich 👍']"
182,qy6M5yYzEQM,"['Szkoda, że nie podała Pani jaki to był portal ( na początku filmu) . Moim zdaniem na początku nagrania powinna być informacja , o tym, że film jest sponsorowany przez firmę Xxxxx.', 'Z meblami uzywanymi trzeba uwazac,pluskwy.🤔', 'Ulu nasza Kochana też bym nie wyszła od Ciebie przed obiadem....albo i przed kolacją :D P.S. Piękny jest Twój dom i uwielbiamy wszyscy Twój kanał i blog :) Dużo sukcesów i pogody ducha :)', 'Ja swoje pasje realizuje tak: schodze do piwnicy, bardziej elegancko zabrzmi warsztatu i majsterkuje. Uwielbiam to robić. Poza tym moja największa pasją jest dawanie drugiego życia przedmiotom, bo nie mogę znieść świadomości ile współczesny człowiek wytwarza śmieci, których nie zabierze go grobu. Zostawi je w prezencie swoim dzieciom i wnukom...', 'Kupiłam kiedyś z koleżanką perfumy i jej odpadła skóra bo były powleczone  zaraz po otwarciu pudełka a moje miały uszkodzone psikacz  i okazało się że zupełnie inne opakowanie zapach jak w sephora. Okazało się jak poszliśmy z nimi Pani do sephora Pani powiedziała że są to najprawdopodobniej podróbki kiedy zareklamowalysmy oddali nam pieniądze bon po 20 zł na kolejne zakupy i powiedzieli ze chyba weszła pomyłka w pakowaniu . Od tego momentu strasznie się zrazilam  do empiku', 'o co chodzi z tymi metkami ikea na meblach?', 'Ulo proszę powiedz mi co to jest za podkładka pod myszką?😀', 'Ludzie, zejdzcie na ziemię. Jasne, ja też wolę Ulę tylko i wyłącznie z Jej głową pełną pomysłów, ale nie ma nic za darmo. Aby to mogło tak świetnie funkcjonować jak dotychczas potrzebne są pieniądze, bo jednak nie chodzi sama z telefonem i nie mówi do niego, tylko wszystko złożone jest w jedną, spójną, profesjonalna całość. Dodam jeszcze, że Ula naprawdę w ciekawy sposób przedstawiła ten materiał, i ja na te blogi i stronę empiku zajrzę na pewno. Reklama reklamą, ale to jest jednak też coś innego i miło to zobaczyć. A lawina się tu posypała jakby każdy jeden odcinek był reklamą. Mam nadzieję, że Ula dalej będzie robiła tak fajną robotę i się nie zniechęci ❤', 'Pani Ulu  bardzo proszę o nagranie filmu o prezętach urodzinowych 😘 z góry dziękuję', '💚💚💚💚 uwielbiam Twój ciepły głos 😊 jeśli znowu przyjdzie nam się przeprowadzać, pewnie wrócę do tego filmiku aby przypomnieć sobie o blogach, o których wspominałaś.']"
183,VBEntgLxyLE,"['Przepisy na wszystkie konkursowe dania znajdziecie na blogu: https://ulapedantula.pl/wiele-dan-z-jednej-bazy-wasze-przepisy/ Zapraszam!', 'Witam dziś, a to działo się ...3 lata temu. Ale to się super oglądało ! Pozdrawiam.', 'Pani Ewelina SUPER.  Jak dl amnie gwiazda!!!', 'Sorry ale ten odcinek mi się kompletnie nie podobał...', 'Wszystko super na tak ,ale bułka tarta ???? Bułka kajzerka namoczona w mleku ,bądź wodzie ,ale tarta ??? Oj panie ?!', 'Dziewczyny promujecie nasza sól klodawska! Jest zdrowa i pełna minerałów !', 'Widac ze pani Ewelina ma super talent I zapewne w jej kuchni nic sie nie marnuje! Dziekuje za inpiracje👌😀', '‼️‼️‼️Pani Ulu. Wczoraj się spotkałam na jednym z kanałów naukowych, że Makarony i ryże należy spożyć odrazu po ugotowaniu. Następnego dnia może pojawić się na nich bakteria, która powoduje biegunkę. Warto wiedzieć dla zdrowia ‼️‼️‼️‼️‼️ to nie hejt', 'Ula napisz mi prosze czy jest milsza osoba od Ciebie na tym swiecie. Przesympatyczna z Ciebie kobitka. Uwielbiam. Zycze wszystkiego dobrego👍', 'Witam,uwielbiam Panią!!!']"
184,0J2IAHCU8AA,"['Kochani! Niestety przy realizacji dzisiejszego odcinka mieliśmy, jak pewnie widzicie, problemy techniczne. Co tu dużo mówić, film jest momentami nieostry - bardzo Was za to przepraszam i mam nadzieję, że mimo to udało mi się przekazać Wam ciekawą i inspirującą treść!\nPrzypominam, że na blogu czeka też wpis z moim wyborem gotowych woskowijek, które możecie kupić w polskich sklepach: https://ulapedantula.pl/woskowijki-z-pol…w-co-warto-kupic/', 'Łolaboga! Ja używam do przykrycia miseczek różnych spodeczków i innych przykrywek. Do lodówki. A jak zabieram jakieś jedzonko na wycieczkę to pakuje specjały do pojemników z przegródkami.', 'Ale odjechany patent! Muszę koniecznie też tego zpróbować!... 🤩👍', 'z tego co wiem, zywica ma właściwości bakteriobójcze', 'Można użyć czegoś innego zamiast olejku jojoba? Może oliwa z oliwek?', 'Czy woskowijka sprawdzi się w upalny dzień?', 'Resztki jedzenia przecież zaczną się w końcu psuć na powierzchni, skisną, spleśnieją itd. Nie da się ich używać jakoś specjalnie długo. 3-4 dni i chyba do kosza. Umyć się tego przecież nie da :( Chyba zostanę przy zakrywaniu miseczek talerzykiem i zabieraniu kanapek w papierowych torebkach.', 'Można użyć papieru nie do pieczenia, a do kanapek? Mniej wytrzymałego? I olejek może być inny, np. rycynowy?', 'Dziękuję bardzo ❤️', 'A można to prac w pralce']"
185,AUt4_wrpdkA,"['Bardzo  ładnie', 'Witam z Krakowa 🌞', 'Pozdrawiam z Sardynii <3', 'Witam. Jestem zachwycona twoimi   filmikami  i poradami.. Dzięki za wspaniałe  porady. 🌹 🌹 🌹 🌹', 'Jaaaaa!!!!! Wiem ze kochasz wlochy', 'Sempre in Sicilia 😍', 'Jak zmusić domowników do pomocy?', 'Sycylia', 'Dzień dobry. Kto może dać namiast na statyw do mocowania komórki czy kamerki, który polecała Ula? Cena 150zł. Sprawa pilna 😍', 'czesc Ula-pozdrawiam a Australii']"
186,e689o3c5cGA,"['Mnie dokładnie to samo spotkało \U0001f972 wścibskie baby w pracy dopytywały, czy jestem w ciąży. A gdy zaprzeczałam stwierdzały, że napewno jestem tylko czemu nie chce się przyznać, przecież to taki dar… Wszystko działo się w momencie gdy leczyłam niepłodność i reagowałam na terapie hormonalną przyrostem wagi i wzdętym brzuchem…', '❤❤❤', 'Bardzo to smutne...', 'Dziękuję za ten film.', 'Na filmik natrafiłam teraz... Najgorsze są ciotki,babki i inne gady... 100pytan na sekundę a ja powiedziałam,że nie będę mieć bo mam swoje powody i guzik ich to obchodzi od tamtej  pory spokój...', 'Kur... ludzie jacy wy wrazliwi sie robicie az do 🤮 skad ktos ma wiedziec czy kobieta poronila czy tez czy sie stara od lat? Przeciez to zwykle pytanie i nie wiem dlaczego takie emocje zeby odpowiedziec?! Jpdl 🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️', 'Dzięki takim pytaniom dowiedzieliśmy się, że znajomi mają podobne problemy i mogliśmy wymienić się cennymi doświadczeniami.', 'Nawet jak ktoś jest to może nie chce jeszcze mówić, wiele ciąż się kończy poronieniem, po co od razu mówić jak nie wiadomo, czy będzie to dziecko w ogóle.', 'Wow!\nChyba nic nie trzeba dodawać 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏', 'Zaniemówiłam. Dziękuję za ten film.  Pozdrawiam serdecznie 🍀💜🍀']"
187,Y1G03mPubWQ,"['Pani Ulu, szukam inspiracji by na wynajmowanym mieszkaniu zakryć brzydkie szyby w drzwiach pokojowych. Nie chcemy wymieniać drzwi, by nie narażać się na duże koszty. Trudno jest nam jednak znaleźć sposób na kreatywne zakrycie brzydkiej typowej szyby z czasów PRL. Liczę, że może coś nam Pani podpowie i nie ukrywam - uratuje nasze cierpiące poczucie estetyki! Pozdrawiam serdecznie! :)', ""Pani Ulo! Zanim zobaczylam końcowy efekt pierwszej ramki pomyślałam 'zrobie taką dla przyjaciolki która jest w pierwszej ciąży!'. Drobne gesty to łatwy sposób żeby pokazać że nam na kimś zależy! :)"", 'A co dla rodziców z okazji okrągłej  rocznicy ślubu?', 'Pani Urszulo wypaliła się pani twórczość, już nic ciekawego od dawna nie widziałam na pani kanale przykro mi, odsubskrybuje.', 'Pani Ulu, lecę do fryzjera zrobić sobie taką fryzure! :-)', 'Moja siostra brała ślub cywilny i stwierdziła, że to tylko cywilny i mnie ważny więc nie zamawiała fotografa. Tak więc zamówiłam jej fotografa i była to niespodzianka a mój mąż zrobił drewnianą lampkę nocną z grawerem ich imion i daty ślubu.', 'Nie mam drukarki 😭', '1 pytanie: co tak krótko?!', 'Bardzo fajny odcinek :) Pomimo, że nie mam własnego domu to dużo zajmuję się rodzinnym. Zastanawiam się czy da się stworzyć listę, w której jest opisane co i kiedy z sprzętu agd i rtv trzeba czyścić ? :)', 'Super pozytywna i urocza kobieta']"
188,XkLmK9zXZqg,"['Listy gotowe do druku znajdziecie tutaj: https://ulapedantula.pl/listy-do-zadan-specjalnych-gotowe-do-druku/', 'W jakim programie robi pani listy i etykiety na słoiki?', 'Cofnęłam się do tego filmiku, pięknie tutaj wyglądasz i te włosy tak cudownie się układają!', 'Wspaniałe listy i pomysły! Na pewno pomogą mi w organizacji 😎 Dziękuję!', 'Hello z Chicago . Bardzo lubię Pani filmy. Zostaje na zawsze', 'Ja od lat mam listę rzeczy na wyjazdy, taką w wersji max i podczas pakowania odhaczam ołówkiem co już mam, a czego w ogóle nie będę brać. Dzięki temu pakuję się najszybciej spośród wszystkich domowników, a rzeczy, które muszę dopakować na ostatnią chwilę spisuję na małej karteczce, którą wieszam w okolicach drzwi wyjściowych 😁 jeszcze mi się nie zdarzyło czegoś zapomnieć, więc polecam. Ale i tak przez połowę podróży myślę czego zapomniałam😂', 'Ula, jesteś taka fajna :) Twoje filmy są bardzo pomocne i w takich kwestiach organizacyjnych oczywiście, ale też i takich życiowych, osobistych. Dziękuję! Przesyłam duuuużo serdeczności!', 'Dziekuje, to bardzo przydatne.', 'Ładnie  Pani  wygląda  pani Ulu', 'Ta fryzura i kolor niebieski ❤️ wygląda Pani mega']"
189,oCcBWsYSzuM,"['polecam pudełko po chusteczkach jako śmietniczek', 'Pani Ulo super filmik z podruz do Kołobrzegu świetnie super', '3:05 tylko kobieta mogła wpaść na pomysł by tak wsiąść do samochodu XD', 'Co to za torby i pojemniki na jedzonko? \nBardzo przydatne wskazówki. Wykorzystam je na trasie :)', 'Dla ciebie trasa z Warszawy do Kołobrzegu to dluga trasa ? W nocy 4h jazdy xddd', 'A gdzie można zakupić taki woskowany ""papier śniadaniowy"" ?', 'A czasem się przydarzy że wyleje się napoj z uchwytu na kubek na dźwignie zmiany biegów', 'Jakiej firmy są te pojemniki?', 'Jak zdalam prawo jazdy to pierwsze co to kupilam uchwyt na telefon, bo wiem, ze jako nowy kierowca czesto mogr sie rozproszyc nawet patrzac chwile.na telefon jak chce do kogos zadzownic', 'Komentarz statystyczny']"
190,4rUtPo8SsOs,"['Przepis na szarlotkę Magdy już na blogu! https://ulapedantula.pl/szarlotka-z-filmu/', 'Bardzo przyjemna osoba pani w czarnej sukience.👍', '17:15 Ulu widzę że Sławek to tam jest porządnie trzymany za rogi 😄', 'Pani Ulu, dlaczego Pani piszczy, śmije, chichocze, klaszcze w ręce? To infantylne. Jest Pani gadatliwa i przez to męcząca.\nProszę to zmienić, bo ma Pani pomysły, ciekawe inspiracje, ale tego się nie da słuchać. Proszę to zniwelować, jeśli ma być to profesjonalne. Proszę...', 'Magda! Ma przepiękny dom zaprezentowany przez Joanne z Green Canoe! Taras śliczny! Gratulacje 🍀🍀🍀🍀🍀', 'Z przyjemnością obejrzałam ten film, (jestem w trakcie urządzania własnego tarasu), projekt super....Ulu, czy po roku od publikacji filmu zmieniłaś coś w tym projekcie? \nCiekawa jestem jak prezentuje się taras wieczorem,po zmroku...❤️', 'Co to za pnącze?', 'Trzeba projektanta, by kupic meble ogrodowe?', 'No a jak pada  deszcz to jak to wygląda wszystko zmoknie', 'Ale pięknyyyy dom, ach, zazdroszczę:)']"
191,HRU6X3Pk2TA,"['Jeśli chcecie ugotować danie, którym zostałam ugoszczona po skończonej metamorfozie, to przepis znajdziecie na moim blogu! https://ulapedantula.pl/spaghetti-allamatriciana-przepis-nestora-grojewskiego/', 'Ależ ci ludzie mają super! Wprawdzie musieli pewnie sporo zapłacić za taką pomoc, i to jeszcze z rąk fachowej Uli, ale z pewnością było warto! 😍🤎🤎', 'Czy to nowy Gracjan Roztocki w krótkich spodenkach? 😂', 'Mam duży balkon w kształcie L i tez dumam jak przytulnie to zagospodarować może coś mi się przyda', 'Moim zdaniem zasłonki i żagle oraz ich zamontowanie jest  niepraktyczne. Jak to zdejmowac, np. do prania ?  Za dużo rzeczy i szkoda, ze stólnie jest składany.', '⚘⚘⚘⚘⚘⚘⚘🤗😊🌺🌺🌺🌺🍓🍓🍓', 'Hmm taki piękny taras w bloku to które piętro? Bo na niektórych urywkach nie wygląda na parter 🤔', 'Poczułam się fantastycznie...jak dobrze gdy jest balkon lub taras oraz super 🤩 pomysł Uli. Gratulacje 🌻💕', 'Mam pytanie odnośnie skrzyni. Rozwiązanie niby ok., tylko czy przechowywane tam rzeczy nie ""łapią"" wilgoci?', 'Dla mnie tak może być - Ula tarantula, dwulicowa.. Jak psycholog praktyczny\nto widzę.. 🤔']"
192,AMrH8saK91s,"[""Jaki wspaniały odcinek! Taki kolorowy i serdeczny, super balkon i 3 fajne, pogodne dziewczyny na nagraniu... A dziewczynka ma śliczne imię, na ,,H'' są chyba najładniejsze z damskich imion w naszym polskim słowniku. 😊🤎🤎👍"", 'Magiczne balkoniki. Miło patrzeć a cudniej spędzać tam czas. Pozdrawiam', 'Masakra, szału nie ma jakby nie mogła zrobić tego sama , chyba bym jeszcze przytulniej zrobiła, kwiaty słabe, są ładniejsze, pani domu bez wyobraźni , takie to proste słabo 👎', 'Pięknie Pani Ulu! A Helenka to wrażliwa dziewczynka.', 'Czy ta drewniana podloga z Jyska żyje po zimowych mrozach? Myślę nad zakupem, ale boje sie,ze ten plastik popęka, bo słyszalam juz takie opinie o podobnych produktach...', 'Mam nadzieję że sąsiedzi są spokojni i nie zrobią awantury kiedy się sok wyleje np. na pranie. Mam ochotę na taki balkonik, ale sąsiadka mnie trochę wstrzymuje :)', 'A jak się nazywa ta aplikacja napiszesz pls.', 'Zawsze myślałem\nZe to ja mam mały balkon po zobaczeniu tego na filmie jednak mój nie jest taki mały haha', 'Sądzę i tak odczytuję że sposobu bycia, że nasza Ula ma w sobie bajkową wróżkę, no i też tak czaruje.', 'Komarzyca się ta roślinka nazywa']"
193,4mkrujPlokw,"['Uważam za nietakt mówienie o włosach  kolorze co to jest same napewno nie wyglądacie super ale do krytyki to pierwsze opanujcie się kobiety brak taktu wręcz dla mnie to chamstwo', 'Pięknie że Pani ma koty i pieski', 'Obejrzałam! i chętnie dowiem się kolejnych ciekawostek ;)', 'Uwielbiam pania, ale włosy to jakass tragedia????!!!', 'Ulka te włosy do Ciebie nie pasują,jesteś młoda,piękna i zgrabna a ten kolor taki babciny...dodaje niepotrzebnie lat.', 'Beata  ogladam Pania z usa ,uwielbiam pani program I prosze tak trzymac ,pozdrawiam serdecznie', 'mężu Uli, zgódź się proszę na tą otwartą kuchnię! :))))) nie ma nic w życiu lepszego niż sprawić komuś radość i spełnić marzenia :)) zgódź się zgódź :))))  ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'W tych włosach 15 lat plus... :(', '0:45 też uważam że naturalny lifting jest lepszy od botoksów i silikonów.\nWiedziałam że jesteś mądrą kobietą a każdy Twój filmik to potwierdza. Jak obejrzę do konca to jeszcze cos dopisze\n:*', 'Mam szuszarkę polecam Bosch']"
